uid_connection,type,img1,img2,date,cluster_file,cluster
0d70efce159148d7b088f874403cfe1f_82a9b45174284ee2826d817e7604e445,CORRECT,82a9b45174284ee2826d817e7604e445,0d70efce159148d7b088f874403cfe1f,29-06-2022_19:15:56,01-06-2022/clusters_optics_0.13_01-06-2022_19,59.0
0d80e2f2dd5a40e4880f35641cd77a7e_7e4aacdee9384f3a9b7289f0719e8831,WRONG,7e4aacdee9384f3a9b7289f0719e8831,0d80e2f2dd5a40e4880f35641cd77a7e,29-06-2022_19:20:16,01-06-2022/clusters_optics_0.13_01-06-2022_19,97.0
0d99a2418d8e432fb76078624c3ba6fd_84b04da2be814f11a48613693e7cd1c2,POSITIVE,0d99a2418d8e432fb76078624c3ba6fd,84b04da2be814f11a48613693e7cd1c2,29-06-2022_19:58:38,07-06-2022/clusters_optics_0.13_07-06-2022_19,480.0
0dd05f29a080403ebfe7257944aebe6a_c2c1987a0a9441dca2b9f89133472d5c,POSITIVE,c2c1987a0a9441dca2b9f89133472d5c,0dd05f29a080403ebfe7257944aebe6a,29-06-2022_19:59:18,07-06-2022/clusters_optics_0.13_07-06-2022_19,489.0
0e2307f874464235b0d5ac307526377b_90a48c6f3dda45bb8da75b47b9c43a13,POSITIVE,0e2307f874464235b0d5ac307526377b,90a48c6f3dda45bb8da75b47b9c43a13,10-06-2022_15:19:11,morphograph,816.0
0e273bfd9bd949f8a579205d5abf6793_118c39657b464843a33c360cd1664d8b,CORRECT,0e273bfd9bd949f8a579205d5abf6793,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_11bde12d262e42a9ba440330f0418173,CORRECT,11bde12d262e42a9ba440330f0418173,0e273bfd9bd949f8a579205d5abf6793,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_3547eedf41a24f6b832e9bb5ce372a36,CORRECT,0e273bfd9bd949f8a579205d5abf6793,3547eedf41a24f6b832e9bb5ce372a36,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_446da890b6ad4096a5874e061b0d39e4,CORRECT,0e273bfd9bd949f8a579205d5abf6793,446da890b6ad4096a5874e061b0d39e4,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_7575d60e56984936ae548a9cb3c7a73b,CORRECT,0e273bfd9bd949f8a579205d5abf6793,7575d60e56984936ae548a9cb3c7a73b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_c5839e5220e5419e92d878396b0c04bb,CORRECT,c5839e5220e5419e92d878396b0c04bb,0e273bfd9bd949f8a579205d5abf6793,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e273bfd9bd949f8a579205d5abf6793_edf58fa1bada45879fead83cede67e45,CORRECT,0e273bfd9bd949f8a579205d5abf6793,edf58fa1bada45879fead83cede67e45,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
0e346f0efe2e4d89852e43b431536faf_4cb9395fedf843048b416e0e6f23a0d3,POSITIVE,0e346f0efe2e4d89852e43b431536faf,4cb9395fedf843048b416e0e6f23a0d3,10-06-2022_14:52:08,morphograph,81.0
0e346f0efe2e4d89852e43b431536faf_a8aae0be6fc14e2698ad81b38db49b85,POSITIVE,0e346f0efe2e4d89852e43b431536faf,a8aae0be6fc14e2698ad81b38db49b85,10-06-2022_14:52:08,morphograph,81.0
0e62fb29e3d44f9098c0eea15b5bd4c0_d35f64b4f20a4d99998dad85be4a4734,POSITIVE,d35f64b4f20a4d99998dad85be4a4734,0e62fb29e3d44f9098c0eea15b5bd4c0,29-06-2022_19:40:52,07-06-2022/clusters_optics_0.13_07-06-2022_19,86.0
0e7de7a4a33e4bc48c19cfa2b613f716_b5b9eed8509e421480f10018bfdb6c8b,POSITIVE,0e7de7a4a33e4bc48c19cfa2b613f716,b5b9eed8509e421480f10018bfdb6c8b,14-06-2022_20:09:20,01-06-2022/clusters_optics_0.13_01-06-2022_19,636.0
0e7de7a4a33e4bc48c19cfa2b613f716_c1fe336ab4de449482036b612bc7615b,POSITIVE,0e7de7a4a33e4bc48c19cfa2b613f716,c1fe336ab4de449482036b612bc7615b,14-06-2022_20:09:20,01-06-2022/clusters_optics_0.13_01-06-2022_19,636.0
0e8637011a1d4601a896f0b84bedd68c_1dd5a33b3d95487fa3b0b48c7abcc104,POSITIVE,0e8637011a1d4601a896f0b84bedd68c,1dd5a33b3d95487fa3b0b48c7abcc104,14-06-2022_21:27:02,07-06-2022/clusters_optics_0.13_07-06-2022_19,1200.0
0eae31a55bd045e39efcc09f05649763_a033e86e5d0d4e8eb15b0b84db5e5dcb,POSITIVE,0eae31a55bd045e39efcc09f05649763,a033e86e5d0d4e8eb15b0b84db5e5dcb,29-06-2022_19:55:11,07-06-2022/clusters_optics_0.13_07-06-2022_19,440.0
0eef8204802d4d0ea8476f99d60ad6a3_11c13fe3e7a3440f9ee24e43ae70014b,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,11c13fe3e7a3440f9ee24e43ae70014b,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_174d852789574ae4b865c76818e0ab41,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,174d852789574ae4b865c76818e0ab41,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_17a42e2fda114534be411216a9e2ea40,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,17a42e2fda114534be411216a9e2ea40,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_192c63bcbeaf4600a96f27cd922f114d,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,192c63bcbeaf4600a96f27cd922f114d,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_5715e0ba3c2843b3abdf13bbb46da1b8,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,5715e0ba3c2843b3abdf13bbb46da1b8,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_6a8e8f83dd8b45afa1557087b9edec45,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,6a8e8f83dd8b45afa1557087b9edec45,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_7f92cea5764a4f15bb2cd3e22ce4611d,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,7f92cea5764a4f15bb2cd3e22ce4611d,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_a7da74e233084c39a68f53ad787d407b,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,a7da74e233084c39a68f53ad787d407b,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_ccf8b3d1943e40338a61efcfec61eba7,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,ccf8b3d1943e40338a61efcfec61eba7,10-06-2022_15:10:45,morphograph,581.0
0eef8204802d4d0ea8476f99d60ad6a3_e70c23c8848c41e384a1029a7f7be844,POSITIVE,0eef8204802d4d0ea8476f99d60ad6a3,e70c23c8848c41e384a1029a7f7be844,10-06-2022_15:10:45,morphograph,581.0
0f53f023255e4cd6b9a3a98960cce1e0_3aa0ac52a2f44b90a75540490c48de40,POSITIVE,0f53f023255e4cd6b9a3a98960cce1e0,3aa0ac52a2f44b90a75540490c48de40,10-06-2022_15:17:29,morphograph,771.0
0f5f5b7f28ed4f9098f614ffc5ef3273_4df5c1a83c1d4ee8a1b30a6ea9826791,WRONG,4df5c1a83c1d4ee8a1b30a6ea9826791,0f5f5b7f28ed4f9098f614ffc5ef3273,29-06-2022_19:16:47,01-06-2022/clusters_optics_0.13_01-06-2022_19,66.0
0f76f6b29d4d4972a149fee3f51e11be_10e3063d25fc4e8eb7d67858dcfd6cdd,POSITIVE,0f76f6b29d4d4972a149fee3f51e11be,10e3063d25fc4e8eb7d67858dcfd6cdd,10-06-2022_14:55:02,morphograph,169.0
0f76f6b29d4d4972a149fee3f51e11be_6e96b064006f432bb35bceffd1c38e84,POSITIVE,0f76f6b29d4d4972a149fee3f51e11be,6e96b064006f432bb35bceffd1c38e84,10-06-2022_14:55:02,morphograph,169.0
0f76f6b29d4d4972a149fee3f51e11be_84388a05a517456a95289a99bbb546a7,POSITIVE,0f76f6b29d4d4972a149fee3f51e11be,84388a05a517456a95289a99bbb546a7,10-06-2022_14:55:02,morphograph,169.0
0fb69e365bed47a3baca33038d333a32_464f21e4d1fc4ecca30a99778706d7b2,POSITIVE,0fb69e365bed47a3baca33038d333a32,464f21e4d1fc4ecca30a99778706d7b2,10-06-2022_15:08:28,morphograph,554.0
0fb69e365bed47a3baca33038d333a32_78fb7152122e4cd99213a030cac31b89,POSITIVE,0fb69e365bed47a3baca33038d333a32,78fb7152122e4cd99213a030cac31b89,10-06-2022_15:08:28,morphograph,554.0
0fb69e365bed47a3baca33038d333a32_86c647fa14b14729b499d69e81b5871c,POSITIVE,0fb69e365bed47a3baca33038d333a32,86c647fa14b14729b499d69e81b5871c,10-06-2022_15:08:28,morphograph,554.0
0fb7bd224ddb47c59f24eb965b81efce_5d269165aa8e4317b9d3f41516ee7116,POSITIVE,0fb7bd224ddb47c59f24eb965b81efce,5d269165aa8e4317b9d3f41516ee7116,10-06-2022_15:04:57,morphograph,417.0
0fb7bd224ddb47c59f24eb965b81efce_f719ba693f144a36877ee3ca6d492cad,POSITIVE,0fb7bd224ddb47c59f24eb965b81efce,f719ba693f144a36877ee3ca6d492cad,10-06-2022_15:04:57,morphograph,417.0
0ffa12eac9f049beb99b68a02d360ce5_36944df606fe4253af47992b1e96c474,POSITIVE,0ffa12eac9f049beb99b68a02d360ce5,36944df606fe4253af47992b1e96c474,29-06-2022_19:58:24,07-06-2022/clusters_optics_0.13_07-06-2022_19,477.0
1011959c32f54db586c60bdddb5dfe24_c67234cd79334e96bad0ec20aea4c4ea,POSITIVE,c67234cd79334e96bad0ec20aea4c4ea,1011959c32f54db586c60bdddb5dfe24,29-06-2022_19:52:15,07-06-2022/clusters_optics_0.13_07-06-2022_19,416.0
104b3f4610ab46ef867d1065ef2f976e_1d94e064d39b4539a256d9de699dda81,POSITIVE,104b3f4610ab46ef867d1065ef2f976e,1d94e064d39b4539a256d9de699dda81,21-06-2022_11:15:29,01-06-2022/clusters_optics_0.13_01-06-2022_19,553.0
104b3f4610ab46ef867d1065ef2f976e_39357ee5a15d4058a955cba0b0a486c3,POSITIVE,104b3f4610ab46ef867d1065ef2f976e,39357ee5a15d4058a955cba0b0a486c3,21-06-2022_11:15:29,01-06-2022/clusters_optics_0.13_01-06-2022_19,553.0
104b3f4610ab46ef867d1065ef2f976e_79bd946248e14666ad11ff4fcb8a43c7,POSITIVE,104b3f4610ab46ef867d1065ef2f976e,79bd946248e14666ad11ff4fcb8a43c7,21-06-2022_11:15:29,01-06-2022/clusters_optics_0.13_01-06-2022_19,553.0
10c77c50a8344c32a6bd5b2cf4a176cd_3187d993e52c413684741acdbcc1cfbe,POSITIVE,3187d993e52c413684741acdbcc1cfbe,10c77c50a8344c32a6bd5b2cf4a176cd,29-06-2022_12:43:59,07-06-2022/clusters_optics_0.13_07-06-2022_19,213.0
10c77c50a8344c32a6bd5b2cf4a176cd_e93f79bf1a8e48d9b6595e87b4e9aa01,POSITIVE,10c77c50a8344c32a6bd5b2cf4a176cd,e93f79bf1a8e48d9b6595e87b4e9aa01,29-06-2022_12:43:59,07-06-2022/clusters_optics_0.13_07-06-2022_19,213.0
10ca419cac6e4303a0bacc38f2823f31_f7891983cda44ebb80168b0f9799be33,POSITIVE,10ca419cac6e4303a0bacc38f2823f31,f7891983cda44ebb80168b0f9799be33,29-06-2022_19:42:02,07-06-2022/clusters_optics_0.13_07-06-2022_19,100.0
10ceadc65384454caf1dd22e3edfa4b1_663f41f85ff344acb6ad3c0a1fcc9d46,DUPLICATE,10ceadc65384454caf1dd22e3edfa4b1,663f41f85ff344acb6ad3c0a1fcc9d46,10-06-2022_15:58:29,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,203.0
10e11cbde4254008bc24e109071e1bec_f77da1ef01ea4042a47534039da0bc45,POSITIVE,f77da1ef01ea4042a47534039da0bc45,10e11cbde4254008bc24e109071e1bec,29-06-2022_19:46:47,07-06-2022/clusters_optics_0.13_07-06-2022_19,817.0
10e3063d25fc4e8eb7d67858dcfd6cdd_6e96b064006f432bb35bceffd1c38e84,POSITIVE,10e3063d25fc4e8eb7d67858dcfd6cdd,6e96b064006f432bb35bceffd1c38e84,10-06-2022_14:55:02,morphograph,169.0
10e3063d25fc4e8eb7d67858dcfd6cdd_6e96b064006f432bb35bceffd1c38e84,SIMILAR,10e3063d25fc4e8eb7d67858dcfd6cdd,6e96b064006f432bb35bceffd1c38e84,21-06-2022_11:12:43,01-06-2022/clusters_optics_0.13_01-06-2022_19,502.0
10e3063d25fc4e8eb7d67858dcfd6cdd_84388a05a517456a95289a99bbb546a7,POSITIVE,10e3063d25fc4e8eb7d67858dcfd6cdd,84388a05a517456a95289a99bbb546a7,10-06-2022_14:55:02,morphograph,169.0
10e3063d25fc4e8eb7d67858dcfd6cdd_84388a05a517456a95289a99bbb546a7,SIMILAR,10e3063d25fc4e8eb7d67858dcfd6cdd,84388a05a517456a95289a99bbb546a7,21-06-2022_11:12:43,01-06-2022/clusters_optics_0.13_01-06-2022_19,502.0
10e3063d25fc4e8eb7d67858dcfd6cdd_986ad7f68a704c31b5506fa29b4ff0bb,SIMILAR,10e3063d25fc4e8eb7d67858dcfd6cdd,986ad7f68a704c31b5506fa29b4ff0bb,21-06-2022_11:12:43,01-06-2022/clusters_optics_0.13_01-06-2022_19,502.0
110066f67dce4894b07e766edea1a32a_720a58803d6947cdae2a691218388283,POSITIVE,110066f67dce4894b07e766edea1a32a,720a58803d6947cdae2a691218388283,10-06-2022_15:58:50,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,204.0
1132cf2035a845818b5525d5952604cf_17b107d1c21947b2b0a4093b18cf73cf,POSITIVE,1132cf2035a845818b5525d5952604cf,17b107d1c21947b2b0a4093b18cf73cf,27-06-2022_17:04:37,07-06-2022/clusters_optics_0.13_07-06-2022_19,924.0
1153e8e69f524146b3e00f53d70394be_24a405e9af4f45fe867faa74f2aa53cf,POSITIVE,1153e8e69f524146b3e00f53d70394be,24a405e9af4f45fe867faa74f2aa53cf,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
1153e8e69f524146b3e00f53d70394be_65f91440851b4e0db141ffbe3602c020,POSITIVE,1153e8e69f524146b3e00f53d70394be,65f91440851b4e0db141ffbe3602c020,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
1153e8e69f524146b3e00f53d70394be_9bde7966a3fb4e5599bf5aa2fcc6b8dc,POSITIVE,1153e8e69f524146b3e00f53d70394be,9bde7966a3fb4e5599bf5aa2fcc6b8dc,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
1153fd805fee4a10a8b1deb136aa2540_1280ff0f290b47b0bb65224d5e71e4e8,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,1280ff0f290b47b0bb65224d5e71e4e8,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_1a4ecebdd379406bb7c686121022caf5,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,1a4ecebdd379406bb7c686121022caf5,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_7cafbc0aa8bf4311b87967339b46aa99,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,7cafbc0aa8bf4311b87967339b46aa99,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_96f1701981d84f30ad0ddc3bd758a3ce,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,96f1701981d84f30ad0ddc3bd758a3ce,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_d3e552f25fe7456e83d92801f83121a3,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,d3e552f25fe7456e83d92801f83121a3,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_d78d6915521d4d9093f179bfdab44fa5,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,d78d6915521d4d9093f179bfdab44fa5,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_db69533115a141028d291ee88c632d46,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,db69533115a141028d291ee88c632d46,10-06-2022_14:44:03,morphograph,53.0
1153fd805fee4a10a8b1deb136aa2540_e457cec6d86f47d1abbc34eccc0874d3,POSITIVE,1153fd805fee4a10a8b1deb136aa2540,e457cec6d86f47d1abbc34eccc0874d3,10-06-2022_14:44:03,morphograph,53.0
11740208a3f741859febbe63aa8b4d2d_41fe07be55014fb0aa81b3fa922acb2d,POSITIVE,11740208a3f741859febbe63aa8b4d2d,41fe07be55014fb0aa81b3fa922acb2d,10-06-2022_15:53:35,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,76.0
1175b1c68ab74468b8f934bf6e71d493_98797719b63240049c24c0f762c4b0e6,POSITIVE,98797719b63240049c24c0f762c4b0e6,1175b1c68ab74468b8f934bf6e71d493,29-06-2022_19:41:10,07-06-2022/clusters_optics_0.13_07-06-2022_19,90.0
118c39657b464843a33c360cd1664d8b_11bde12d262e42a9ba440330f0418173,CORRECT,11bde12d262e42a9ba440330f0418173,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
118c39657b464843a33c360cd1664d8b_1f41e5d6054241bd9b540b2be4d0fe46,POSITIVE,118c39657b464843a33c360cd1664d8b,1f41e5d6054241bd9b540b2be4d0fe46,10-06-2022_14:49:02,morphograph,71.0
118c39657b464843a33c360cd1664d8b_3547eedf41a24f6b832e9bb5ce372a36,CORRECT,3547eedf41a24f6b832e9bb5ce372a36,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
118c39657b464843a33c360cd1664d8b_446da890b6ad4096a5874e061b0d39e4,CORRECT,446da890b6ad4096a5874e061b0d39e4,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
118c39657b464843a33c360cd1664d8b_496753f4509a4b01b0a41617070015a1,POSITIVE,118c39657b464843a33c360cd1664d8b,496753f4509a4b01b0a41617070015a1,10-06-2022_14:49:02,morphograph,71.0
118c39657b464843a33c360cd1664d8b_7575d60e56984936ae548a9cb3c7a73b,CORRECT,7575d60e56984936ae548a9cb3c7a73b,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
118c39657b464843a33c360cd1664d8b_c5839e5220e5419e92d878396b0c04bb,CORRECT,c5839e5220e5419e92d878396b0c04bb,118c39657b464843a33c360cd1664d8b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
118c39657b464843a33c360cd1664d8b_edf58fa1bada45879fead83cede67e45,CORRECT,118c39657b464843a33c360cd1664d8b,edf58fa1bada45879fead83cede67e45,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11bde12d262e42a9ba440330f0418173_3547eedf41a24f6b832e9bb5ce372a36,CORRECT,11bde12d262e42a9ba440330f0418173,3547eedf41a24f6b832e9bb5ce372a36,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11bde12d262e42a9ba440330f0418173_3547eedf41a24f6b832e9bb5ce372a36,POSITIVE,11bde12d262e42a9ba440330f0418173,3547eedf41a24f6b832e9bb5ce372a36,10-06-2022_14:50:19,morphograph,71.0
11bde12d262e42a9ba440330f0418173_446da890b6ad4096a5874e061b0d39e4,CORRECT,11bde12d262e42a9ba440330f0418173,446da890b6ad4096a5874e061b0d39e4,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11bde12d262e42a9ba440330f0418173_446da890b6ad4096a5874e061b0d39e4,POSITIVE,11bde12d262e42a9ba440330f0418173,446da890b6ad4096a5874e061b0d39e4,10-06-2022_14:50:19,morphograph,71.0
11bde12d262e42a9ba440330f0418173_7575d60e56984936ae548a9cb3c7a73b,CORRECT,11bde12d262e42a9ba440330f0418173,7575d60e56984936ae548a9cb3c7a73b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11bde12d262e42a9ba440330f0418173_7575d60e56984936ae548a9cb3c7a73b,POSITIVE,11bde12d262e42a9ba440330f0418173,7575d60e56984936ae548a9cb3c7a73b,10-06-2022_14:50:19,morphograph,71.0
11bde12d262e42a9ba440330f0418173_c5839e5220e5419e92d878396b0c04bb,CORRECT,11bde12d262e42a9ba440330f0418173,c5839e5220e5419e92d878396b0c04bb,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11bde12d262e42a9ba440330f0418173_c5839e5220e5419e92d878396b0c04bb,POSITIVE,11bde12d262e42a9ba440330f0418173,c5839e5220e5419e92d878396b0c04bb,10-06-2022_14:50:19,morphograph,71.0
11bde12d262e42a9ba440330f0418173_d25b1f0bc93644948d55050ac71f4eac,POSITIVE,11bde12d262e42a9ba440330f0418173,d25b1f0bc93644948d55050ac71f4eac,10-06-2022_14:50:19,morphograph,71.0
11bde12d262e42a9ba440330f0418173_edf58fa1bada45879fead83cede67e45,CORRECT,11bde12d262e42a9ba440330f0418173,edf58fa1bada45879fead83cede67e45,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
11c13fe3e7a3440f9ee24e43ae70014b_174d852789574ae4b865c76818e0ab41,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,174d852789574ae4b865c76818e0ab41,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_17a42e2fda114534be411216a9e2ea40,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,17a42e2fda114534be411216a9e2ea40,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_192c63bcbeaf4600a96f27cd922f114d,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,192c63bcbeaf4600a96f27cd922f114d,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_5715e0ba3c2843b3abdf13bbb46da1b8,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,5715e0ba3c2843b3abdf13bbb46da1b8,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_6a8e8f83dd8b45afa1557087b9edec45,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,6a8e8f83dd8b45afa1557087b9edec45,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_7f92cea5764a4f15bb2cd3e22ce4611d,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,7f92cea5764a4f15bb2cd3e22ce4611d,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_a7da74e233084c39a68f53ad787d407b,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,a7da74e233084c39a68f53ad787d407b,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_ccf8b3d1943e40338a61efcfec61eba7,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,ccf8b3d1943e40338a61efcfec61eba7,10-06-2022_15:10:45,morphograph,581.0
11c13fe3e7a3440f9ee24e43ae70014b_e70c23c8848c41e384a1029a7f7be844,POSITIVE,11c13fe3e7a3440f9ee24e43ae70014b,e70c23c8848c41e384a1029a7f7be844,10-06-2022_15:10:45,morphograph,581.0
122cad7df0154921a6d2dd7705eb11ff_7d09de9e11f04a99ada9cc2074061c1f,POSITIVE,122cad7df0154921a6d2dd7705eb11ff,7d09de9e11f04a99ada9cc2074061c1f,14-06-2022_21:41:22,07-06-2022/clusters_optics_0.13_07-06-2022_19,1262.0
123394fe5c9a4ad196ca29fb5a3b9d52_bea5e3aeb3644554826518e389d628d7,POSITIVE,123394fe5c9a4ad196ca29fb5a3b9d52,bea5e3aeb3644554826518e389d628d7,29-06-2022_12:44:18,07-06-2022/clusters_optics_0.13_07-06-2022_19,216.0
127b630cd45943f0adce3abec858b57d_3b7aeffd98cc4b36bf825f122ab69069,POSITIVE,127b630cd45943f0adce3abec858b57d,3b7aeffd98cc4b36bf825f122ab69069,10-06-2022_14:58:21,morphograph,255.0
127b630cd45943f0adce3abec858b57d_733e4c113f0041fc9307b74c5269038c,POSITIVE,127b630cd45943f0adce3abec858b57d,733e4c113f0041fc9307b74c5269038c,10-06-2022_14:58:21,morphograph,255.0
127b630cd45943f0adce3abec858b57d_a864a7dc81914508b0f926bf0bab5da3,POSITIVE,127b630cd45943f0adce3abec858b57d,a864a7dc81914508b0f926bf0bab5da3,10-06-2022_14:58:21,morphograph,255.0
1280ff0f290b47b0bb65224d5e71e4e8_1a4ecebdd379406bb7c686121022caf5,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,1a4ecebdd379406bb7c686121022caf5,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_7cafbc0aa8bf4311b87967339b46aa99,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,7cafbc0aa8bf4311b87967339b46aa99,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_96f1701981d84f30ad0ddc3bd758a3ce,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,96f1701981d84f30ad0ddc3bd758a3ce,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_d3e552f25fe7456e83d92801f83121a3,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,d3e552f25fe7456e83d92801f83121a3,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_d78d6915521d4d9093f179bfdab44fa5,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,d78d6915521d4d9093f179bfdab44fa5,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_db69533115a141028d291ee88c632d46,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,db69533115a141028d291ee88c632d46,10-06-2022_14:44:03,morphograph,53.0
1280ff0f290b47b0bb65224d5e71e4e8_e457cec6d86f47d1abbc34eccc0874d3,POSITIVE,1280ff0f290b47b0bb65224d5e71e4e8,e457cec6d86f47d1abbc34eccc0874d3,10-06-2022_14:44:03,morphograph,53.0
13168561513645899d91dcae16d104da_533edc77188c44b8858f2b34b336f2c6,CORRECT,533edc77188c44b8858f2b34b336f2c6,13168561513645899d91dcae16d104da,29-06-2022_19:10:42,01-06-2022/clusters_optics_0.13_01-06-2022_19,28.0
13168561513645899d91dcae16d104da_533edc77188c44b8858f2b34b336f2c6,POSITIVE,13168561513645899d91dcae16d104da,533edc77188c44b8858f2b34b336f2c6,10-06-2022_14:41:19,morphograph,25.0
