,uid,cluster,Description (EN),Description (EN - ref),cluster_iconography,AuthorClean,AuthorAttr,cluster_attribution,scores_iconography,scores_authors,scores_attributions,AuthorDeathLong,AuthorDeathLat,CountModifiers,scores_times,scores_places,scores_count
497,0d401f465a284bfb9e28301fe9da06f5,191,St. George Slaying the Dragon,S,8,"RUBENS,",Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
498,0d49da7b226c45e19e980e6906a4e5cd,192,The Agony in the Garden,The Agony in the Garden,8,"GRECO,",Original,0,-0.2,0.88,0.4,,,,18.6,0.0,12
499,0d49da7b226c45e19e980e6906a4e5cd,192,The Agony in the Garden,The Agony in the Garden,8,"GRECO,",Original,0,-0.2,0.88,0.4,,,,18.6,0.0,12
500,0d49da7b226c45e19e980e6906a4e5cd,192,The Agony in the Garden,The Agony in the Garden,8,"GRECO,",Original,0,-0.2,0.88,0.4,,,,18.6,0.0,12
501,0d5e0e272e3e41d0871c09377a41bdde,165,Berenice (?).,Berenice (?,8,STROZZI,Original,0,-0.8,0.82,1.1,12.326667,45.438611,8.0,0.9,0.9,18
502,0d5e0e272e3e41d0871c09377a41bdde,165,Berenice (?).,Berenice (?,8,STROZZI,Original,0,-0.8,0.82,1.1,12.326667,45.438611,8.0,0.9,0.9,18
503,0d5e0e272e3e41d0871c09377a41bdde,165,Berenice (?).,Berenice (?,8,STROZZI,Original,0,-0.8,0.82,1.1,12.326667,45.438611,8.0,0.9,0.9,18
504,0d6674db28c545738259d8ed888b2697,193,The Madonna and Child.,The Madonna and Chil,3,SCUOLA,Original,0,1.6,1.96,0.8,,,,0.2,0.2,4
505,0d6674db28c545738259d8ed888b2697,193,The Madonna and Child.,The Madonna and Chil,3,SCUOLA,Original,0,1.6,1.96,0.8,,,,0.2,0.2,4
506,0d70efce159148d7b088f874403cfe1f,194,La Maddalena.,La Maddalen,16,FETTI,bottega di -,3,1.1,1.91,1.55,,,,13.45,0.45,9
507,0d70efce159148d7b088f874403cfe1f,194,La Maddalena.,La Maddalen,16,FETTI,bottega di -,3,1.1,1.91,1.55,,,,13.45,0.45,9
508,0d70efce159148d7b088f874403cfe1f,194,La Maddalena.,La Maddalen,16,FETTI,bottega di -,3,1.1,1.91,1.55,,,,13.45,0.45,9
509,0d7b82aeea5f4c16a46b04920c970270,56,St Jerome Reading in the Countryside,St Jerome Reading in the Countryside,31,"BELLINI,",Original,0,0.4,0.94,0.7,,,,5.3,0.0,6
510,0d7b82aeea5f4c16a46b04920c970270,56,St Jerome Reading in the Countryside,St Jerome Reading in the Countryside,31,"BELLINI,",Original,0,0.4,0.94,0.7,,,,5.3,0.0,6
511,0d7b82aeea5f4c16a46b04920c970270,56,St Jerome Reading in the Countryside,St Jerome Reading in the Countryside,31,"BELLINI,",Original,0,0.4,0.94,0.7,,,,5.3,0.0,6
512,0d99a2418d8e432fb76078624c3ba6fd,195,Bacchante.,Bacchant,8,CARRACCI,Original,0,0.8,1.98,1.9,12.483333,41.9,13.0,11.1,1.87,2
513,0dd026d4266740bfa00fea209b00e2af,196,Birds in a Park,Birds in a Park,8,"HONDECOETER,",Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
514,0dd05f29a080403ebfe7257944aebe6a,59,The birth of Jesus.,The birth of Jesu,8,BAROCCI,Original,0,-1.6,1.74,0.7,12.633333,43.716667,15.0,52.3,1.3,26
515,0dd05f29a080403ebfe7257944aebe6a,59,The birth of Jesus.,The birth of Jesu,8,BAROCCI,Original,0,-1.6,1.74,0.7,12.633333,43.716667,15.0,52.3,1.3,26
516,0dd05f29a080403ebfe7257944aebe6a,59,The birth of Jesus.,The birth of Jesu,8,BAROCCI,Original,0,-1.6,1.74,0.7,12.633333,43.716667,15.0,52.3,1.3,26
517,0df535371e6a4e6c8152b858d00adc36,198,David with the head of Goliath,David with the head of Goliath,8,PIETRO,inc.,3,0.4,2.94,1.7,,,,131.3,0.3,6
518,0df535371e6a4e6c8152b858d00adc36,198,David with the head of Goliath,David with the head of Goliath,8,PIETRO,inc.,3,0.4,2.94,1.7,,,,131.3,0.3,6
519,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
520,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
521,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
522,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
523,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
524,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
525,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
526,0df8f72e7f524c27a861c60162edd92e,51,Deposition. am. 108 x 110,Depositio,20,BASSANO,da -,1,-5.2,0.28,-1.6,11.733333,45.766667,28.0,55.6,3.6,72
527,0e2307f874464235b0d5ac307526377b,199,Concert from 'to noNo,Concert from 'to noNo,8,STROZZI,attr.,2,0.6,0.96,1.8,,,,0.2,0.2,4
528,0e2307f874464235b0d5ac307526377b,199,Concert from 'to noNo,Concert from 'to noNo,8,STROZZI,attr.,2,0.6,0.96,1.8,,,,0.2,0.2,4
529,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
530,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
531,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
532,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
533,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
534,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
535,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
536,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
537,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
538,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
539,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
540,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
541,0e273bfd9bd949f8a579205d5abf6793,200,Leda with the Swan,Leda with the Swan,30,"AMMANATI,",Original,0,-10.2,10.78,-3.1,,,,255.1,28.29,122
542,0e275a7ca3814530add94e32ca69b14a,201,"The Madonna and Child asleep. Table, 0.80 x 0.66.",The Madonna and Child aslee,37,FOLIDORd,Original,0,1.6,1.96,0.8,,,,22.2,0.0,4
543,0e275a7ca3814530add94e32ca69b14a,201,"The Madonna and Child asleep. Table, 0.80 x 0.66.",The Madonna and Child aslee,37,FOLIDORd,Original,0,1.6,1.96,0.8,,,,22.2,0.0,4
544,0e2a1c840a3846438dd1ec400c656a59,202,s. Christopher.,,8,BASSANO,Inv.,3,0.4,0.94,2.7,,,,0.3,0.3,6
545,0e2a1c840a3846438dd1ec400c656a59,202,s. Christopher.,,8,BASSANO,Inv.,3,0.4,0.94,2.7,,,,0.3,0.3,6
546,0e346f0efe2e4d89852e43b431536faf,203,Woman in a Fur Coat,Woman in a Fur Coat,8,TIZIANO,Original,0,0.2,1.92,1.6,12.326667,45.438611,26.0,10.4,0.4,8
547,0e346f0efe2e4d89852e43b431536faf,203,Woman in a Fur Coat,Woman in a Fur Coat,8,TIZIANO,Original,0,0.2,1.92,1.6,12.326667,45.438611,26.0,10.4,0.4,8
548,0e346f0efe2e4d89852e43b431536faf,203,Woman in a Fur Coat,Woman in a Fur Coat,8,TIZIANO,Original,0,0.2,1.92,1.6,12.326667,45.438611,26.0,10.4,0.4,8
549,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
550,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
551,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
552,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
553,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
554,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
555,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
556,0e3689342f5f426b8d9fc23e4419286c,204,The pity. (sketch),The pit,8,MICHELANGELO,Original,0,-2.0,2.6,-1.0,12.483333,41.9,7.0,42.0,2.0,40
557,0e4b16aa3209468b9d1a90199679b9e3,206,S. Caterina. cm. 173 x 120,S. Caterin,8,STROZZI,Original,0,0.8,0.98,0.9,12.326667,45.438611,8.0,0.1,0.1,2
558,0e62fb29e3d44f9098c0eea15b5bd4c0,208,"Madonna with Child, S. Elisabetta and S. Giovennino",Madonna with Child,37,DEL,Original,0,0.8,0.98,0.9,11.25,43.766667,17.0,0.1,0.1,2
559,0e7de7a4a33e4bc48c19cfa2b613f716,209,The Madonna and Child.,The Madonna and Chil,3,SASSOFERRATO,maniera di-,3,0.0,3.8,1.0,,,,187.0,14.42,20
560,0e7de7a4a33e4bc48c19cfa2b613f716,209,The Madonna and Child.,The Madonna and Chil,3,SASSOFERRATO,maniera di-,3,0.0,3.8,1.0,,,,187.0,14.42,20
561,0e7de7a4a33e4bc48c19cfa2b613f716,209,The Madonna and Child.,The Madonna and Chil,3,SASSOFERRATO,maniera di-,3,0.0,3.8,1.0,,,,187.0,14.42,20
562,0e7de7a4a33e4bc48c19cfa2b613f716,209,The Madonna and Child.,The Madonna and Chil,3,SASSOFERRATO,maniera di-,3,0.0,3.8,1.0,,,,187.0,14.42,20
563,0e8559888ebd4655a1052fa465975ab8,102,"Market oil on canvas, 125X280 cm",Market oil on canvas,8,Francesco,Original,0,0.5,1.95,0.75,,,,13.25,0.0,5
564,0e8637011a1d4601a896f0b84bedd68c,210,Putti musicians.,Putti musician,8,FERRARI,Original,0,0.8,0.98,0.9,,,5.0,0.1,0.0,2
565,0eae31a55bd045e39efcc09f05649763,212,The Virgin of Sorrows.,The Virgin of Sorrow,8,DOLCI,Original,0,0.8,0.98,0.9,11.25,43.766667,7.0,0.1,0.1,2
566,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
567,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
568,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
569,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
570,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
571,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
572,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
573,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
574,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
575,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
576,0eef8204802d4d0ea8476f99d60ad6a3,122,The Madonna and Child. cm. 70 x 58.5,The Madonna and Chil,3,SASSOFERRATO,IL,3,-8.4,2.66,-4.7,12.483333,41.9,9.0,40.7,10.44,134
577,0ef22607b3ca4d6091c48f2b65709933,214,Madonna of the jelly. cm. 93 x 68,Madonna of the jell,8,STROZZI,Original,0,1.6,0.96,0.8,12.326667,45.438611,8.0,0.2,0.2,4
578,0ef22607b3ca4d6091c48f2b65709933,214,Madonna of the jelly. cm. 93 x 68,Madonna of the jell,8,STROZZI,Original,0,1.6,0.96,0.8,12.326667,45.438611,8.0,0.2,0.2,4
579,0f53f023255e4cd6b9a3a98960cce1e0,217,0f53f023255e4cd6b9a3a98960cce1e0,0f53f023255e4cd6b9a3a98960cce1e0,8,CANTARINI,Original,0,0.8,0.98,0.9,,,4.0,0.1,0.0,2
580,0f6f9aae3145470dbf8328f6ddd38cee,218,Landscape with Bathers,Landscape with Bathers,8,"CARRACCI,",Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
581,0f717cb30f3a49f38e9ff67124794f02,187,0f717cb30f3a49f38e9ff67124794f02,0f717cb30f3a49f38e9ff67124794f02,8,RENI,Original,0,0.8,0.98,0.9,11.351,44.507,12.0,0.1,0.1,2
582,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
583,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
584,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
585,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
586,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
587,0f76f6b29d4d4972a149fee3f51e11be,219,The Holy Family,The Holy Family,6,"OGGIONO,",Original,0,1.3,3.83,2.15,,,,49.85,0.85,17
588,0fb69e365bed47a3baca33038d333a32,221,0fb69e365bed47a3baca33038d333a32,0fb69e365bed47a3baca33038d333a32,8,SCUOLA,Original,0,1.5,2.85,0.25,,,,63.75,0.75,15
589,0fb69e365bed47a3baca33038d333a32,221,0fb69e365bed47a3baca33038d333a32,0fb69e365bed47a3baca33038d333a32,8,SCUOLA,Original,0,1.5,2.85,0.25,,,,63.75,0.75,15
590,0fb69e365bed47a3baca33038d333a32,221,0fb69e365bed47a3baca33038d333a32,0fb69e365bed47a3baca33038d333a32,8,SCUOLA,Original,0,1.5,2.85,0.25,,,,63.75,0.75,15
591,0fb7bd224ddb47c59f24eb965b81efce,222,0fb7bd224ddb47c59f24eb965b81efce,0fb7bd224ddb47c59f24eb965b81efce,8,SIGNORELLI,Original,0,-1.0,3.8,0.0,,,9.0,62.0,1.0,20
592,0fc2847a814b48e1846d3961e64ff672,55,0fc2847a814b48e1846d3961e64ff672,0fc2847a814b48e1846d3961e64ff672,8,PALMA,il Giovane,3,0.8,1.98,1.9,12.326667,45.438611,21.0,25.1,0.1,2
593,0fe56f90835b482b93324922420ed64b,98,Madonna with Child and S. Giovannino.,Madonna with Child and S. Giovannin,10,TIZIANO,attr.,2,0.5,0.95,0.75,,,,0.25,0.0,5
594,0fe56f90835b482b93324922420ed64b,98,Madonna with Child and S. Giovannino.,Madonna with Child and S. Giovannin,10,TIZIANO,attr.,2,0.5,0.95,0.75,,,,0.25,0.0,5
595,0fe56f90835b482b93324922420ed64b,98,Madonna with Child and S. Giovannino.,Madonna with Child and S. Giovannin,10,TIZIANO,attr.,2,0.5,0.95,0.75,,,,0.25,0.0,5
596,0fe56f90835b482b93324922420ed64b,98,Madonna with Child and S. Giovannino.,Madonna with Child and S. Giovannin,10,TIZIANO,attr.,2,0.5,0.95,0.75,,,,0.25,0.0,5
597,0fe56f90835b482b93324922420ed64b,98,Madonna with Child and S. Giovannino.,Madonna with Child and S. Giovannin,10,TIZIANO,attr.,2,0.5,0.95,0.75,,,,0.25,0.0,5
598,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
599,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
600,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
601,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
602,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
603,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
604,0ff348928484403abab1606385e76b76,224,Venus and Satyr.,Venus and Saty,8,VERONESE,seuola di -,3,-0.1,2.79,0.95,,,,92.05,0.0,21
605,0ffa12eac9f049beb99b68a02d360ce5,225,"Madonna with Bembino and the Saints Antonio Abate, Girolamo, Agostino (?), Giorgio and two Saints.",Madonna with Bembino and the Saints Antonio Abate,8,PESELLINO,Original,0,1.8,0.98,1.9,,,,0.1,0.0,2
606,1011959c32f54db586c60bdddb5dfe24,227,Pope and Doctors of the Church.,Pope and Doctors of the Churc,8,FRANCESCO,Original,0,0.8,0.98,0.9,,,1.0,0.1,0.0,2
607,10149295347f463face1ff17660fc3da,228,View of Venice mm. 347 x 279,View of Venice m,8,GUARDI,Original,0,-2.0,1.7,1.5,12.326667,45.438611,15.0,53.5,1.5,30
608,10149295347f463face1ff17660fc3da,228,View of Venice mm. 347 x 279,View of Venice m,8,GUARDI,Original,0,-2.0,1.7,1.5,12.326667,45.438611,15.0,53.5,1.5,30
609,10149295347f463face1ff17660fc3da,228,View of Venice mm. 347 x 279,View of Venice m,8,GUARDI,Original,0,-2.0,1.7,1.5,12.326667,45.438611,15.0,53.5,1.5,30
610,10149295347f463face1ff17660fc3da,228,View of Venice mm. 347 x 279,View of Venice m,8,GUARDI,Original,0,-2.0,1.7,1.5,12.326667,45.438611,15.0,53.5,1.5,30
611,10149295347f463face1ff17660fc3da,228,View of Venice mm. 347 x 279,View of Venice m,8,GUARDI,Original,0,-2.0,1.7,1.5,12.326667,45.438611,15.0,53.5,1.5,30
612,1024e13a247d45ef9ceb3f98986d15d5,229,Winter Landscape with a Bird-trap,Winter Landscape with a Bird-trap,32,"BRUEGHEL,",Original,0,0.0,2.8,1.0,,,,32.0,0.0,20
613,1024e13a247d45ef9ceb3f98986d15d5,229,Winter Landscape with a Bird-trap,Winter Landscape with a Bird-trap,32,"BRUEGHEL,",Original,0,0.0,2.8,1.0,,,,32.0,0.0,20
614,1024e13a247d45ef9ceb3f98986d15d5,229,Winter Landscape with a Bird-trap,Winter Landscape with a Bird-trap,32,"BRUEGHEL,",Original,0,0.0,2.8,1.0,,,,32.0,0.0,20
615,1024e13a247d45ef9ceb3f98986d15d5,229,Winter Landscape with a Bird-trap,Winter Landscape with a Bird-trap,32,"BRUEGHEL,",Original,0,0.0,2.8,1.0,,,,32.0,0.0,20
616,104aa60cfc764dc096f8ac779a4e5ccf,231,Bacchus and Ariadne,Bacchus and Ariadne,8,RENI,Original,0,0.4,1.94,0.7,11.351,44.507,12.0,79.3,0.3,6
617,104aa60cfc764dc096f8ac779a4e5ccf,231,Bacchus and Ariadne,Bacchus and Ariadne,8,RENI,Original,0,0.4,1.94,0.7,11.351,44.507,12.0,79.3,0.3,6
618,104b3f4610ab46ef867d1065ef2f976e,232,Judgment of Paris,Judgment of Paris,8,RUBENS,Original,0,-0.2,1.88,0.4,,,,36.6,0.0,12
619,104b3f4610ab46ef867d1065ef2f976e,232,Judgment of Paris,Judgment of Paris,8,RUBENS,Original,0,-0.2,1.88,0.4,,,,36.6,0.0,12
620,104b3f4610ab46ef867d1065ef2f976e,232,Judgment of Paris,Judgment of Paris,8,RUBENS,Original,0,-0.2,1.88,0.4,,,,36.6,0.0,12
621,109b0deff85e4bf380c8f3f42f40c195,234,Maddalena. cm. 109 x 93,Maddalen,16,CARAVAGGIO,da -,1,0.8,0.98,1.9,,,,0.1,0.0,2
622,109bda6fb95c45e8b9684b5181bf4934,108,Eternal father.,Eternal fathe,8,DA,Original,0,0.8,1.98,0.9,12.326667,45.438611,20.0,0.1,0.0,2
623,10c77c50a8344c32a6bd5b2cf4a176cd,235,Madonna with Child.,Madonna with Chil,5,DA,Original,0,1.4,1.94,0.7,12.326667,45.438611,20.0,21.3,0.3,6
624,10c77c50a8344c32a6bd5b2cf4a176cd,235,Madonna with Child.,Madonna with Chil,5,DA,Original,0,1.4,1.94,0.7,12.326667,45.438611,20.0,21.3,0.3,6
625,10ca419cac6e4303a0bacc38f2823f31,236,The Virgin and Child.,The Virgin and Chil,43,PERUGINO,Original,0,1.8,0.98,0.9,12.183333,43.033333,27.0,0.1,0.1,2
626,10d38c1e9bc04c87b7c9df6630c2a7e5,237,Annunciation,Annunciation,21,"VASARI,",Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
627,10e3063d25fc4e8eb7d67858dcfd6cdd,219,10e3063d25fc4e8eb7d67858dcfd6cdd,10e3063d25fc4e8eb7d67858dcfd6cdd,8,D'OGGIONO,Original,0,1.3,3.83,2.15,9.2,45.466667,2.0,49.85,0.85,17
628,10e3063d25fc4e8eb7d67858dcfd6cdd,219,10e3063d25fc4e8eb7d67858dcfd6cdd,10e3063d25fc4e8eb7d67858dcfd6cdd,8,D'OGGIONO,Original,0,1.3,3.83,2.15,9.2,45.466667,2.0,49.85,0.85,17
629,10e3063d25fc4e8eb7d67858dcfd6cdd,219,10e3063d25fc4e8eb7d67858dcfd6cdd,10e3063d25fc4e8eb7d67858dcfd6cdd,8,D'OGGIONO,Original,0,1.3,3.83,2.15,9.2,45.466667,2.0,49.85,0.85,17
630,10f61e8f33794d84bdc28c44f16a0ce0,238,Study for the Holy Family,Study for the Holy Family,6,RAFFAELLO,Original,0,0.0,2.7,0.5,12.483333,41.9,28.0,18.5,1.5,30
631,10f61e8f33794d84bdc28c44f16a0ce0,238,Study for the Holy Family,Study for the Holy Family,6,RAFFAELLO,Original,0,0.0,2.7,0.5,12.483333,41.9,28.0,18.5,1.5,30
632,10f61e8f33794d84bdc28c44f16a0ce0,238,Study for the Holy Family,Study for the Holy Family,6,RAFFAELLO,Original,0,0.0,2.7,0.5,12.483333,41.9,28.0,18.5,1.5,30
633,10f61e8f33794d84bdc28c44f16a0ce0,238,Study for the Holy Family,Study for the Holy Family,6,RAFFAELLO,Original,0,0.0,2.7,0.5,12.483333,41.9,28.0,18.5,1.5,30
634,10f61e8f33794d84bdc28c44f16a0ce0,238,Study for the Holy Family,Study for the Holy Family,6,RAFFAELLO,Original,0,0.0,2.7,0.5,12.483333,41.9,28.0,18.5,1.5,30
635,10fab98a61ca46858fb65cfbd9445039,238,Partial copy of the Holy Family of Francis I 120 x 100 cm,Partial copy of the Holy Family of Francis I 120 x 100 cm,8,RAFFAELLO,Original,0,0.0,2.7,0.5,,,,18.5,1.5,30
636,10fab98a61ca46858fb65cfbd9445039,238,Partial copy of the Holy Family of Francis I 120 x 100 cm,Partial copy of the Holy Family of Francis I 120 x 100 cm,8,RAFFAELLO,Original,0,0.0,2.7,0.5,,,,18.5,1.5,30
637,10fab98a61ca46858fb65cfbd9445039,238,Partial copy of the Holy Family of Francis I 120 x 100 cm,Partial copy of the Holy Family of Francis I 120 x 100 cm,8,RAFFAELLO,Original,0,0.0,2.7,0.5,,,,18.5,1.5,30
638,10fab98a61ca46858fb65cfbd9445039,238,Partial copy of the Holy Family of Francis I 120 x 100 cm,Partial copy of the Holy Family of Francis I 120 x 100 cm,8,RAFFAELLO,Original,0,0.0,2.7,0.5,,,,18.5,1.5,30
639,10fab98a61ca46858fb65cfbd9445039,238,Partial copy of the Holy Family of Francis I 120 x 100 cm,Partial copy of the Holy Family of Francis I 120 x 100 cm,8,RAFFAELLO,Original,0,0.0,2.7,0.5,,,,18.5,1.5,30
640,110066f67dce4894b07e766edea1a32a,239,110066f67dce4894b07e766edea1a32a,110066f67dce4894b07e766edea1a32a,8,ANTONELLA,Original,0,0.8,1.98,0.9,,,,0.1,0.0,2
641,111f79c1ec1f4bfeb70b209d98204b4d,240,Holy Family,Holy Family,6,BELLINI,Original,0,2.4,2.94,2.7,,,,0.3,0.0,6
