img1,img2,type,uid_connection,date,cluster_file,cluster
243b32729ea2443fb4ccda765c9395bc,4a2b6fa1e26548879500aabc402f35e6,POSITIVE,243b32729ea2443f9500aabc402f35e6,10-06-2022_14:53:50,morphograph,120.0
243b32729ea2443fb4ccda765c9395bc,55681d00a4b442b793ade8503f4b7f01,POSITIVE,243b32729ea2443f93ade8503f4b7f01,10-06-2022_14:53:50,morphograph,120.0
243b32729ea2443fb4ccda765c9395bc,6080413adaac4491951298ae52495e17,POSITIVE,243b32729ea2443f951298ae52495e17,10-06-2022_14:53:50,morphograph,120.0
243b32729ea2443fb4ccda765c9395bc,6f215938d35e464a96367a45e6506723,POSITIVE,243b32729ea2443f96367a45e6506723,10-06-2022_14:53:50,morphograph,120.0
243b32729ea2443fb4ccda765c9395bc,7965f8330f6647e185e95cdac4c1e43a,POSITIVE,243b32729ea2443f85e95cdac4c1e43a,10-06-2022_14:53:50,morphograph,120.0
243b32729ea2443fb4ccda765c9395bc,7b6482ca40b6408896916134de427597,POSITIVE,243b32729ea2443f96916134de427597,10-06-2022_14:53:50,morphograph,120.0
245d6682b2b34b25a130751f8d059ca6,5c3052aed0d94727bcb8d8ab36724f4d,POSITIVE,245d6682b2b34b25bcb8d8ab36724f4d,10-06-2022_15:18:51,morphograph,806.0
247bf506924a4fe8b0e09e4892c40bee,acb6bfe3ebfe4203ab373aed392b8097,SIMILAR,247bf506924a4fe8ab373aed392b8097,14-06-2022_20:06:20,01-06-2022/clusters_optics_0.13_01-06-2022_19,581.0
247ca230d3ee45a3be6c0e73308d5800,5525af992a664a9fb3595d81a221e9f5,POSITIVE,247ca230d3ee45a3b3595d81a221e9f5,10-06-2022_15:11:41,morphograph,611.0
247ca230d3ee45a3be6c0e73308d5800,7b3a9abbab1c497285b293f7274b492e,POSITIVE,247ca230d3ee45a385b293f7274b492e,10-06-2022_15:11:41,morphograph,611.0
247ca230d3ee45a3be6c0e73308d5800,ea14122976b9474f80b59588d5351870,POSITIVE,247ca230d3ee45a380b59588d5351870,10-06-2022_15:11:41,morphograph,611.0
24a405e9af4f45fe867faa74f2aa53cf,1153e8e69f524146b3e00f53d70394be,POSITIVE,24a405e9af4f45feb3e00f53d70394be,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
24a405e9af4f45fe867faa74f2aa53cf,65f91440851b4e0db141ffbe3602c020,POSITIVE,24a405e9af4f45feb141ffbe3602c020,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
24a405e9af4f45fe867faa74f2aa53cf,9bde7966a3fb4e5599bf5aa2fcc6b8dc,POSITIVE,24a405e9af4f45fe99bf5aa2fcc6b8dc,10-06-2022_15:59:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,209.0
24df516961734d30bfd9ea52d5f5f15a,26e19195e1754f159abb9f4518f01995,POSITIVE,24df516961734d309abb9f4518f01995,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,49c8c932d36e42049f79b125904f27b0,POSITIVE,24df516961734d309f79b125904f27b0,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,4f63bbaf9b9748d48124b90c42d9ea75,POSITIVE,24df516961734d308124b90c42d9ea75,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,8fdef90f049b413b8ac06d76112d9d03,POSITIVE,24df516961734d308ac06d76112d9d03,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,9f2b49a8592e4d9896d27e1922fc0016,POSITIVE,24df516961734d3096d27e1922fc0016,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,c431a81b40584af7b43e0006e4db2358,POSITIVE,24df516961734d30b43e0006e4db2358,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,e05ca03f3fc44d5a91716745de81fc34,POSITIVE,24df516961734d3091716745de81fc34,10-06-2022_15:09:34,morphograph,569.0
24df516961734d30bfd9ea52d5f5f15a,e7db4731e0a34029832505f7a6f4ccb1,POSITIVE,24df516961734d30832505f7a6f4ccb1,10-06-2022_15:09:34,morphograph,569.0
252efe4c43fb4147aeed5adbfe52304e,0c34a891c49d42839e0d650e7b382f0c,POSITIVE,252efe4c43fb41479e0d650e7b382f0c,10-06-2022_15:08:08,morphograph,551.0
252efe4c43fb4147aeed5adbfe52304e,28d27ddcff914c999fd4c329dda78dab,POSITIVE,252efe4c43fb41479fd4c329dda78dab,10-06-2022_15:08:08,morphograph,551.0
252efe4c43fb4147aeed5adbfe52304e,55f7d4f4e23146cda045d0a24e3cac5a,POSITIVE,252efe4c43fb4147a045d0a24e3cac5a,10-06-2022_15:08:08,morphograph,551.0
252efe4c43fb4147aeed5adbfe52304e,92e24ed6dd42488dbf56ee2178b66240,POSITIVE,252efe4c43fb4147bf56ee2178b66240,10-06-2022_15:08:08,morphograph,551.0
25419285a33b4c6bac2e9b0bc658e5f4,99ab7f290cb348c59c2927df3dcde2b5,POSITIVE,25419285a33b4c6b9c2927df3dcde2b5,10-06-2022_15:11:14,morphograph,599.0
2544a7e37a444ea1a186e1719069c6ad,af93832169ac425c81b1d3203eaf4c1a,POSITIVE,2544a7e37a444ea181b1d3203eaf4c1a,10-06-2022_20:21:58,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,409.0
25567076c91b43f68a828f0f86d6dc1e,01c9d15bc859434fa72380dae01ae476,POSITIVE,25567076c91b43f6a72380dae01ae476,10-06-2022_15:12:46,morphograph,631.0
25567076c91b43f68a828f0f86d6dc1e,2c54a5152d0744538028ad8f461c9b56,POSITIVE,25567076c91b43f68028ad8f461c9b56,10-06-2022_15:12:46,morphograph,631.0
25567076c91b43f68a828f0f86d6dc1e,8a16f89c2fe44bcbbcc1db5a5b946080,POSITIVE,25567076c91b43f6bcc1db5a5b946080,10-06-2022_15:12:46,morphograph,631.0
25567076c91b43f68a828f0f86d6dc1e,ac36923fa4a54d60a5343e6ae325f80c,POSITIVE,25567076c91b43f6a5343e6ae325f80c,10-06-2022_15:12:46,morphograph,631.0
25567076c91b43f68a828f0f86d6dc1e,c21e8e9ca97b4f06aca45db3d9aa8901,POSITIVE,25567076c91b43f6aca45db3d9aa8901,10-06-2022_15:12:46,morphograph,631.0
259e6956bdef45168c0f4b34b85cf3ac,729ae1e55cff4563918a92db132eeebe,POSITIVE,259e6956bdef4516918a92db132eeebe,10-06-2022_15:09:57,morphograph,571.0
259e6956bdef45168c0f4b34b85cf3ac,9ec465f31d764e84886eaa623e015af1,POSITIVE,259e6956bdef4516886eaa623e015af1,10-06-2022_15:09:57,morphograph,571.0
259e6956bdef45168c0f4b34b85cf3ac,ab9bea49ad96460797fdcf1ec3ccde91,POSITIVE,259e6956bdef451697fdcf1ec3ccde91,10-06-2022_15:09:57,morphograph,571.0
25a2b09a1fd24b6794bf6577da60176a,184126f017d5432288e7d8d75efeca18,POSITIVE,25a2b09a1fd24b6788e7d8d75efeca18,10-06-2022_15:20:17,morphograph,842.0
25a2b09a1fd24b6794bf6577da60176a,786d27a9c9ae464d92d931e2395f9571,POSITIVE,25a2b09a1fd24b6792d931e2395f9571,10-06-2022_15:20:17,morphograph,842.0
25a2b09a1fd24b6794bf6577da60176a,a0c6675ec28a4019897ce2597e0877e3,POSITIVE,25a2b09a1fd24b67897ce2597e0877e3,10-06-2022_15:20:17,morphograph,842.0
25a2b09a1fd24b6794bf6577da60176a,b8bddd5f9c35480c97ad75c1c15b3476,POSITIVE,25a2b09a1fd24b6797ad75c1c15b3476,10-06-2022_15:20:17,morphograph,842.0
25a2b09a1fd24b6794bf6577da60176a,cdc5941b901a473da9e0c46e7d7c1c87,POSITIVE,25a2b09a1fd24b67a9e0c46e7d7c1c87,10-06-2022_15:20:17,morphograph,842.0
25a2b09a1fd24b6794bf6577da60176a,f74947247d67402cb3b1b8005d60b235,POSITIVE,25a2b09a1fd24b67b3b1b8005d60b235,10-06-2022_15:20:17,morphograph,842.0
25c59973e4954611b183d50915f2c6bf,59de9337fd114895a174978cd3c36c58,POSITIVE,25c59973e4954611a174978cd3c36c58,10-06-2022_20:22:41,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,417.0
25c59973e4954611b183d50915f2c6bf,61dfd6e3c7a54439a10d1d1dc163d23d,POSITIVE,25c59973e4954611a10d1d1dc163d23d,10-06-2022_20:22:41,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,417.0
25c59973e4954611b183d50915f2c6bf,b5cd0d80bf0742fc886e7847b9c6058b,POSITIVE,25c59973e4954611886e7847b9c6058b,10-06-2022_20:22:41,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,417.0
25c59973e4954611b183d50915f2c6bf,dd508d74f127423d8e00b2f158aeab19,POSITIVE,25c59973e49546118e00b2f158aeab19,10-06-2022_20:22:41,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,417.0
2676e6acb3f84aa099939b0ec0d99dbc,554d0b7e79d54998b0fb86cbe43f800c,POSITIVE,2676e6acb3f84aa0b0fb86cbe43f800c,14-06-2022_20:50:20,07-06-2022/clusters_optics_0.13_07-06-2022_19,1142.0
26e19195e1754f159abb9f4518f01995,24df516961734d30bfd9ea52d5f5f15a,POSITIVE,26e19195e1754f15bfd9ea52d5f5f15a,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,49c8c932d36e42049f79b125904f27b0,POSITIVE,26e19195e1754f159f79b125904f27b0,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,4f63bbaf9b9748d48124b90c42d9ea75,POSITIVE,26e19195e1754f158124b90c42d9ea75,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,8fdef90f049b413b8ac06d76112d9d03,POSITIVE,26e19195e1754f158ac06d76112d9d03,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,9f2b49a8592e4d9896d27e1922fc0016,POSITIVE,26e19195e1754f1596d27e1922fc0016,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,c431a81b40584af7b43e0006e4db2358,POSITIVE,26e19195e1754f15b43e0006e4db2358,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,e05ca03f3fc44d5a91716745de81fc34,POSITIVE,26e19195e1754f1591716745de81fc34,10-06-2022_15:09:34,morphograph,569.0
26e19195e1754f159abb9f4518f01995,e7db4731e0a34029832505f7a6f4ccb1,POSITIVE,26e19195e1754f15832505f7a6f4ccb1,10-06-2022_15:09:34,morphograph,569.0
26ff24f0ee854586aa6a6f47bd9f071c,dbbc308e6602493784ddc1fd582c0446,DUPLICATE,26ff24f0ee85458684ddc1fd582c0446,10-06-2022_20:23:43,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,429.0
272cd39493464a878264554be785e9db,1778e14daabe4d72bead5ef7a3fddd3b,POSITIVE,272cd39493464a87bead5ef7a3fddd3b,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,1bed98f8269446439eac4ac0fc56117c,POSITIVE,272cd39493464a879eac4ac0fc56117c,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,542b94ef8abe4507992a54a23c079a79,POSITIVE,272cd39493464a87992a54a23c079a79,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,5525fb11783e401c916f07fe95fd71ad,POSITIVE,272cd39493464a87916f07fe95fd71ad,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,6cedd4065b2e4b5785d2b783dae47771,POSITIVE,272cd39493464a8785d2b783dae47771,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,8bb6bbde25084e139c4ddacfcc68e121,POSITIVE,272cd39493464a879c4ddacfcc68e121,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,8da4a40e282749da8d62741fd97fedb6,POSITIVE,272cd39493464a878d62741fd97fedb6,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,ae828b07e4284d80b652206ffb77278a,POSITIVE,272cd39493464a87b652206ffb77278a,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,cc80ab63cff14e849aa669a20f70b553,POSITIVE,272cd39493464a879aa669a20f70b553,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,ea64207684694d379579998f88b7c29a,POSITIVE,272cd39493464a879579998f88b7c29a,10-06-2022_14:43:24,morphograph,50.0
272cd39493464a878264554be785e9db,ef25d7d6549547b59945a61ae6849d3d,POSITIVE,272cd39493464a879945a61ae6849d3d,10-06-2022_14:43:24,morphograph,50.0
279e34aca7474483a424b5c154719d51,359c34d1017e46be9f17a3b6a8a4dfb9,POSITIVE,279e34aca74744839f17a3b6a8a4dfb9,14-06-2022_20:07:44,01-06-2022/clusters_optics_0.13_01-06-2022_19,601.0
2844431f0f1e4c9d874847bab0d7e9a7,4ca9ff50a2f5441e8d963faa108b110e,POSITIVE,2844431f0f1e4c9d8d963faa108b110e,10-06-2022_15:23:04,morphograph,885.0
2878b71b9a9240238b4ea330a00573bf,9297ad8fdd5a484e9123252c52bf085d,POSITIVE,2878b71b9a9240239123252c52bf085d,10-06-2022_15:18:36,morphograph,800.0
2878b71b9a9240238b4ea330a00573bf,bb63825816ec4ac0a325fc5d07f8d227,POSITIVE,2878b71b9a924023a325fc5d07f8d227,10-06-2022_15:18:36,morphograph,800.0
2878b71b9a9240238b4ea330a00573bf,ddb0dbf0bc1043f897887064a589da4e,POSITIVE,2878b71b9a92402397887064a589da4e,10-06-2022_15:18:36,morphograph,800.0
2878b71b9a9240238b4ea330a00573bf,e577523a7fc74e1b8141404d3639e97b,POSITIVE,2878b71b9a9240238141404d3639e97b,10-06-2022_15:18:36,morphograph,800.0
2878b71b9a9240238b4ea330a00573bf,fa10a736b0804917b958334d82b05374,POSITIVE,2878b71b9a924023b958334d82b05374,10-06-2022_15:18:36,morphograph,800.0
28d27ddcff914c999fd4c329dda78dab,0c34a891c49d42839e0d650e7b382f0c,POSITIVE,28d27ddcff914c999e0d650e7b382f0c,10-06-2022_15:08:08,morphograph,551.0
28d27ddcff914c999fd4c329dda78dab,252efe4c43fb4147aeed5adbfe52304e,POSITIVE,28d27ddcff914c99aeed5adbfe52304e,10-06-2022_15:08:08,morphograph,551.0
28d27ddcff914c999fd4c329dda78dab,55f7d4f4e23146cda045d0a24e3cac5a,POSITIVE,28d27ddcff914c99a045d0a24e3cac5a,10-06-2022_15:08:08,morphograph,551.0
28d27ddcff914c999fd4c329dda78dab,92e24ed6dd42488dbf56ee2178b66240,POSITIVE,28d27ddcff914c99bf56ee2178b66240,10-06-2022_15:08:08,morphograph,551.0
290e8d2305be47aa8fca851843058950,1fe0fa294f3a4e67b3d9c2b42b67e4f5,POSITIVE,290e8d2305be47aab3d9c2b42b67e4f5,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,39176a5ecdfa4dddb4a71ca508f4dd8f,POSITIVE,290e8d2305be47aab4a71ca508f4dd8f,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,6fcf1af179fa47488d40564e80856a1e,POSITIVE,290e8d2305be47aa8d40564e80856a1e,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,7398a452730748c4bc80fda1ef4d3f24,POSITIVE,290e8d2305be47aabc80fda1ef4d3f24,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,a49ffa88021e4a5e9ac7a853bc4d2547,POSITIVE,290e8d2305be47aa9ac7a853bc4d2547,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,b6d279b3c0a5445ba560c4c48e7dbc2e,POSITIVE,290e8d2305be47aaa560c4c48e7dbc2e,10-06-2022_15:08:52,morphograph,563.0
290e8d2305be47aa8fca851843058950,e100fa4b1d1e4abab65256ac310ab543,POSITIVE,290e8d2305be47aab65256ac310ab543,10-06-2022_15:08:52,morphograph,563.0
293067c7dc7d48889b1e5f1805a29854,3d53c78b254842d3b35ea73721ad7d17,POSITIVE,293067c7dc7d4888b35ea73721ad7d17,10-06-2022_15:12:34,morphograph,628.0
293067c7dc7d48889b1e5f1805a29854,bd11a8fd3d8040519eb0280ffb8dfbcb,POSITIVE,293067c7dc7d48889eb0280ffb8dfbcb,10-06-2022_15:12:34,morphograph,628.0
294a790ebfc44b9ba0bc3d4555268ada,66df29d07171491e87220b3bf6807d5f,POSITIVE,294a790ebfc44b9b87220b3bf6807d5f,14-06-2022_21:30:18,07-06-2022/clusters_optics_0.13_07-06-2022_19,1216.0
299034a0affd408886612a2071a6ec2c,866ee569ce684713b0e5eb70d9de35b6,DUPLICATE,299034a0affd4088b0e5eb70d9de35b6,10-06-2022_20:24:29,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,442.0
2a0bd896252f4e2389a1d4ba05b2c66c,c276dcc9758b4d1da908d8a956c70535,DUPLICATE,2a0bd896252f4e23a908d8a956c70535,10-06-2022_20:24:51,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,446.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,01435531eca4444ea277d12dffbb0068,POSITIVE,2a8d4e1bfdb74ecaa277d12dffbb0068,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,066c36f2a35f4ba583e7796a212203f1,POSITIVE,2a8d4e1bfdb74eca83e7796a212203f1,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,4ca7465c479e403eb4066ea9179bb432,POSITIVE,2a8d4e1bfdb74ecab4066ea9179bb432,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,52c28ef42c1d4aae96c7631fcca7d660,POSITIVE,2a8d4e1bfdb74eca96c7631fcca7d660,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,53be2276c1eb4211a7383c56766aee77,POSITIVE,2a8d4e1bfdb74ecaa7383c56766aee77,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,5d79b149cf7445a4bfdf23d9b798a68c,POSITIVE,2a8d4e1bfdb74ecabfdf23d9b798a68c,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,6f96097f261f4094badaaf011a889c8e,POSITIVE,2a8d4e1bfdb74ecabadaaf011a889c8e,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,9ce56b3c8059489aa05ee37b5bbaffc0,POSITIVE,2a8d4e1bfdb74ecaa05ee37b5bbaffc0,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,ab78cee608eb4524a4f3fc072b24f042,POSITIVE,2a8d4e1bfdb74ecaa4f3fc072b24f042,10-06-2022_14:42:00,morphograph,33.0
2a8d4e1bfdb74eca8b4b638da1fbc4f7,e7d5b8fabef34afd901588f50ff53919,POSITIVE,2a8d4e1bfdb74eca901588f50ff53919,10-06-2022_14:42:00,morphograph,33.0
2ab688c792994cdd8446ea5dbf6bf467,57dda758f8c649128a0bf917ca132975,POSITIVE,2ab688c792994cdd8a0bf917ca132975,10-06-2022_15:17:48,morphograph,783.0
2ab688c792994cdd8446ea5dbf6bf467,964a6a50f9df49ac8c70da6e2c2eb65b,POSITIVE,2ab688c792994cdd8c70da6e2c2eb65b,10-06-2022_15:17:48,morphograph,783.0
2ab688c792994cdd8446ea5dbf6bf467,d2ca8f83700d416bb6772375f64dd636,POSITIVE,2ab688c792994cddb6772375f64dd636,10-06-2022_15:17:48,morphograph,783.0
2ab688c792994cdd8446ea5dbf6bf467,ea6e13ba159a46f78ec57385a14390ed,POSITIVE,2ab688c792994cdd8ec57385a14390ed,10-06-2022_15:17:48,morphograph,783.0
2abe301fe5664aa9b1c1e12e4c0abbea,ca35d5ca388c433fb1ac726ec5794a73,POSITIVE,2abe301fe5664aa9b1ac726ec5794a73,14-06-2022_21:17:50,07-06-2022/clusters_optics_0.13_07-06-2022_19,1156.0
2b910e1780d04b2e93c664ee38b5e77f,d244c865124c4112bbccea6977afd2f2,POSITIVE,2b910e1780d04b2ebbccea6977afd2f2,10-06-2022_20:25:30,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,462.0
2b93239fbd76468d8c43a55227cb4c0c,03460cad395742dcaa4966028bc0f223,POSITIVE,2b93239fbd76468daa4966028bc0f223,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,2c2590d90873417280e1906adcc82d39,POSITIVE,2b93239fbd76468d80e1906adcc82d39,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,2e90c9d3149c4d1dba004552fb547e67,POSITIVE,2b93239fbd76468dba004552fb547e67,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,3f3a15c16a9d47f8860faee50c5a74c2,POSITIVE,2b93239fbd76468d860faee50c5a74c2,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,756bea186d0b4012a8d7c9a7e1d9f6d5,POSITIVE,2b93239fbd76468da8d7c9a7e1d9f6d5,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,8b9d94eb42164b0db12b479d05dfd5f1,POSITIVE,2b93239fbd76468db12b479d05dfd5f1,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,abd60b8a01ee41689b77f435cca1f08e,POSITIVE,2b93239fbd76468d9b77f435cca1f08e,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,b1ea808ff35545b4a9447fe7121654dd,POSITIVE,2b93239fbd76468da9447fe7121654dd,10-06-2022_15:06:47,morphograph,515.0
2b93239fbd76468d8c43a55227cb4c0c,b76c7caf992b4cf59c43ec9ddb2cbcc3,POSITIVE,2b93239fbd76468d9c43ec9ddb2cbcc3,10-06-2022_15:06:47,morphograph,515.0
2bc2b49b0a90471bb4925c42225e085e,b0090386394443db956695cb5bf9e0fd,POSITIVE,2bc2b49b0a90471b956695cb5bf9e0fd,10-06-2022_15:23:08,morphograph,886.0
2be27f3cdcc942e78409fd0fe390ddf3,61c065b382284db2ae090629d182326f,SIMILAR,2be27f3cdcc942e7ae090629d182326f,10-06-2022_20:25:51,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,463.0
2bf4d3d546a14cb482c0a6ae9003597c,ac82348f8e61461899307fa50485e5de,DUPLICATE,2bf4d3d546a14cb499307fa50485e5de,10-06-2022_20:26:03,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,465.0
2c2590d90873417280e1906adcc82d39,03460cad395742dcaa4966028bc0f223,POSITIVE,2c2590d908734172aa4966028bc0f223,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,2b93239fbd76468d8c43a55227cb4c0c,POSITIVE,2c2590d9087341728c43a55227cb4c0c,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,2e90c9d3149c4d1dba004552fb547e67,POSITIVE,2c2590d908734172ba004552fb547e67,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,3f3a15c16a9d47f8860faee50c5a74c2,POSITIVE,2c2590d908734172860faee50c5a74c2,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,756bea186d0b4012a8d7c9a7e1d9f6d5,POSITIVE,2c2590d908734172a8d7c9a7e1d9f6d5,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,8b9d94eb42164b0db12b479d05dfd5f1,POSITIVE,2c2590d908734172b12b479d05dfd5f1,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,abd60b8a01ee41689b77f435cca1f08e,POSITIVE,2c2590d9087341729b77f435cca1f08e,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,b1ea808ff35545b4a9447fe7121654dd,POSITIVE,2c2590d908734172a9447fe7121654dd,10-06-2022_15:06:47,morphograph,515.0
2c2590d90873417280e1906adcc82d39,b76c7caf992b4cf59c43ec9ddb2cbcc3,POSITIVE,2c2590d9087341729c43ec9ddb2cbcc3,10-06-2022_15:06:47,morphograph,515.0
2c54a5152d0744538028ad8f461c9b56,01c9d15bc859434fa72380dae01ae476,POSITIVE,2c54a5152d074453a72380dae01ae476,10-06-2022_15:12:46,morphograph,631.0
2c54a5152d0744538028ad8f461c9b56,25567076c91b43f68a828f0f86d6dc1e,POSITIVE,2c54a5152d0744538a828f0f86d6dc1e,10-06-2022_15:12:46,morphograph,631.0
2c54a5152d0744538028ad8f461c9b56,8a16f89c2fe44bcbbcc1db5a5b946080,POSITIVE,2c54a5152d074453bcc1db5a5b946080,10-06-2022_15:12:46,morphograph,631.0
2c54a5152d0744538028ad8f461c9b56,ac36923fa4a54d60a5343e6ae325f80c,POSITIVE,2c54a5152d074453a5343e6ae325f80c,10-06-2022_15:12:46,morphograph,631.0
2c54a5152d0744538028ad8f461c9b56,c21e8e9ca97b4f06aca45db3d9aa8901,POSITIVE,2c54a5152d074453aca45db3d9aa8901,10-06-2022_15:12:46,morphograph,631.0
2ccb254a7279403eb336ddca5d5d8358,fff73d0e1a1a4b51b544c7c4c97e1b17,DUPLICATE,2ccb254a7279403eb544c7c4c97e1b17,10-06-2022_20:26:33,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,474.0
2cfdc396c1d54d3eb401cf25473b7e76,39176a5ecdfa4dddb4a71ca508f4dd8f,POSITIVE,2cfdc396c1d54d3eb4a71ca508f4dd8f,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
2cfdc396c1d54d3eb401cf25473b7e76,7398a452730748c4bc80fda1ef4d3f24,POSITIVE,2cfdc396c1d54d3ebc80fda1ef4d3f24,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
2cfdc396c1d54d3eb401cf25473b7e76,a49ffa88021e4a5e9ac7a853bc4d2547,POSITIVE,2cfdc396c1d54d3e9ac7a853bc4d2547,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
2cfdc396c1d54d3eb401cf25473b7e76,e100fa4b1d1e4abab65256ac310ab543,POSITIVE,2cfdc396c1d54d3eb65256ac310ab543,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
2cfdc396c1d54d3eb401cf25473b7e76,fa3abc82d7e548ebb4c3841a1fc9e93d,POSITIVE,2cfdc396c1d54d3eb4c3841a1fc9e93d,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
2d1d47b306854590a50778d592432530,1fd32657b79e47c59107405475fbca24,POSITIVE,2d1d47b3068545909107405475fbca24,10-06-2022_14:42:43,morphograph,33.0
2d1d47b306854590a50778d592432530,40744d2f63464d189ecb7d132914f241,POSITIVE,2d1d47b3068545909ecb7d132914f241,10-06-2022_14:42:43,morphograph,33.0
2d1d47b306854590a50778d592432530,45588b4e33444ed8b34c523bac808bc4,POSITIVE,2d1d47b306854590b34c523bac808bc4,10-06-2022_14:42:43,morphograph,33.0
2d1d47b306854590a50778d592432530,466158b892cb4290a243349e2189eab2,POSITIVE,2d1d47b306854590a243349e2189eab2,10-06-2022_14:42:43,morphograph,33.0
